FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea1,493638,POINT (16.308522152624715 48.223027858380284),Kongreßpark,16,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea2,493639,POINT (16.466886580707104 48.224050096673174),PA Rosmaringasse,22,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea3,493640,POINT (16.348721834535823 48.21771550204753),PA AKH,9,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea4,493641,POINT (16.433563689458534 48.25216149115967),PA Rudolf-Köppl-Gasse,22,"Rutschen, Sandspielen, Schaukeln, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea5,493642,POINT (16.319077275028864 48.196761812114254),Forschneritschpark,15,"Basketball, Fitness, Fußball, Karussel, Klettern, Rutsche, Sandspielen, Schaukeln, Spieltier, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea6,493643,POINT (16.30106097101373 48.16726100380913),PA Karl-Kraus-Gasse,12,"Klettern, Rutschen, Sandspielen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea7,493644,POINT (16.41130249855326 48.29982559256685),PA Luckenschwemmgasse,21,"Balancieren, Karussell, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea8,493645,POINT (16.306870921986985 48.24766654518102),Ottingerwiese,19,"Balancieren, Rutschen, Schaukeln, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ea9,493646,POINT (16.40545183357102 48.216966192897175),Wolfgang-Kössner-Park,2,"Balancieren, Hängematte, Klettern, Rutschen, Sand- Matsch, Schaukeln, Streetball, Wasserspiel","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eaa,493647,POINT (16.393585305041324 48.23589535920332),Rechter Donaudamm Spielplatz 3,20,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eab,493648,POINT (16.3902763442141 48.23610897827863),PA Traisengasse,20,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eac,493649,POINT (16.44406605948241 48.28639822121716),Josef-Grössing-Park,21,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Seilbahn, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ead,493650,POINT (16.33434932088601 48.22121744174314),GA Dornerplatz,17,"Drehen, Trampolin, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eae,493651,POINT (16.418173788798022 48.23192238208376),PA Am Kaiserwasser,22,"Balancieren, Karussell, Klettern, Schaukeln, Spielhaus, Themenspiel Kontinente-Spielplatz, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eaf,493652,POINT (16.419357031884562 48.23149185626038),PA Am Kaiserwasser,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb0,493653,POINT (16.4055149012346 48.274186098979165),PA Thomagasse,21,"Fußball, Hockey",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb1,493654,POINT (16.406067043611117 48.2748296896291),PA Thomagasse,21,Themenspiel Robinson - Steg,Themenspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb2,493655,POINT (16.457190133796313 48.214158894551986),PA Am Mühlwasser,22,"Basketball, Fußball, Klettern, Rutschen, Sandkiste mit Sonnenschutz, Schaukeln, Seilbahn, Skaten, Themenspiel Schiffmühlenspielplatz, Tischtennis, Wippen","Ballspielplatz, Skaterpark, Spielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb3,493656,POINT (16.318190596835997 48.21453112877289),PA Familienplatz,16,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb4,493657,POINT (16.483481521519984 48.28073443251754),PA Kaspargasse,22,"Fußball, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb5,493658,POINT (16.399678438811705 48.273638398431274),Waldpark Koloniestraße,21,"Balancieren, Karussell, Klettern, Rutschen, Schaukeln, Slackline","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb6,493659,POINT (16.368876516671605 48.17797693097453),PA Erlachplatz,10,"Basketball, Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schauklen, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb7,493660,POINT (16.35376120731166 48.22086511543096),Arne-Karlsson-Park,9,"Basketball, Fußball, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb8,493661,POINT (16.29408472854118 48.2151915283257),Katharinenruhe,16,"Streicheltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eb9,493662,POINT (16.41487924271102 48.17042219381916),Braunhuberpark,11,"Balancieren, Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eba,493663,POINT (16.392357648380077 48.232855872245516),PA Innstraße,2,"Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ebb,493664,POINT (16.23943793807067 48.21316031054197),PA Viktor-Kutschera-Platz,14,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ebc,493665,POINT (16.340690772866605 48.149618763598724),Draschepark,23,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ebd,493666,POINT (16.34476435954031 48.151478119915836),Draschepark,23,"BMX, Fußball, Klettern, Rutschen, Schaukeln","Ballspielkäfig, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ebe,493667,POINT (16.41301331803003 48.27509470352413),PA Wankläckergasse,21,"Federwippe, Fußball, Klettern, Schaukel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ebf,493668,POINT (16.34735690322048 48.18704342436285),PA Am Hundsturm,5,"Drehen, Klettern, Rutschen, Schaukeln, Streetball","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec0,493669,POINT (16.324856930427668 48.23425737361431),Albert-Dub-Park,18,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec1,493670,POINT (16.28313685174085 48.198784495023105),Waidhausenpark,14,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec2,493671,POINT (16.300819994519447 48.14756977845352),PA Riegermühle,23,"Fußball, Hängematte, Karussell, Schaukeln","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec3,493672,POINT (16.32141528236512 48.241222720183316),Dr.-Meißner-Park,19,"Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec4,493673,POINT (16.317718982839807 48.14852428469439),Hedy-Wunsch-Park,23,"Drehen, Fußball, Klettern, Rutschen, Schaukeln","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec5,493674,POINT (16.326644981665023 48.24441962144591),PA Gustav-Pick-Gasse,19,"Klettern, Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec6,493675,POINT (16.37163810630975 48.214528547590454),Rudolfspark,1,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec7,493676,POINT (16.362121007363594 48.2563933424703),PA Steinbüchlweg,19,"Klettern, Rutschen, Sandspielen, Sinnesspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec8,493677,POINT (16.40547304436183 48.27665899070876),PA Haspingerplatz,21,"Fitness, Holzpyramide, Hängematte, Klettern, Rutsche, Rutschen, Sandspielen, Schaukel, Schaukeln, Seilbahn, Trampolin, Wasserspiel, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ec9,493678,POINT (16.34528352039803 48.24197274208994),Karl-Fellinger-Park,19,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eca,493679,POINT (16.407646932656952 48.28138139160363),GA Bernreiterplatz,21,"Balancieren, Klettern, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ecb,493680,POINT (16.348352244220944 48.231951439522106),Währinger Park,18,"Basketball, Klettern, Rutschen, Sandspiel, Schaukeln, Slackline, Spielhaus, Spieltier, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ecc,493681,POINT (16.350380745951064 48.233407300121726),Währinger Park,18,"Balancieren, Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ecd,493682,POINT (16.355424315903658 48.187818951543896),Bacherpark,5,"Boccia, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ece,493683,POINT (16.282835577623075 48.22591931981742),PA Röntgengasse,17,"Basketball, Fußball, Rutschen, Sandspielen, WIppen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ecf,493684,POINT (16.39717840235881 48.243256830109225),Linker Donaudamm Spielplatz 4,21,"Beachvolleyball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed0,493685,POINT (16.38497724579096 48.238271399702626),Allerheiligenpark,20,"Basketball, Drehen, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed1,493686,POINT (16.423184712111897 48.1775718388995),PA Mautner-Markhof-Gasse,11,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed2,493687,POINT (16.30495579792425 48.15200348323389),PA Trepetschniggasse,23,"Fitnessgeräte, Karussell, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed3,493688,POINT (16.358634316997986 48.172392817469515),Fortunapark,10,"Basketball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Seilbahn, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed4,493689,POINT (16.277244696170506 48.20595838724904),Steinhofer Park,14,"Klettern, Rutschen, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed5,493690,POINT (16.286026162850565 48.20809127069848),Steinhofer Park,14,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Streetball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed6,493691,POINT (16.352246131292738 48.197438157436714),Esterházypark,6,"Bastketball, Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wasserspiel","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed7,493692,POINT (16.317826421704293 48.231496939546126),Leopold-Rosenmayr-Park,18,Basketball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed8,493693,POINT (16.413575757328434 48.225115667765614),Wasserspielplatz Donauinsel,22,"Sand-Matsch, Wasserspiel",Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ed9,493694,POINT (16.43248222327849 48.246948369274726),Kirschblütenpark,22,"Klettern, Rutsche, Rutschen, Schaukel, Schaukeln, Skaten, Streetball, Volleyball, Wasserspiel, Wippe","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2eda,493695,POINT (16.432530306735753 48.24830107457503),Kirschblütenpark,22,Balancieren,Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2edb,493696,POINT (16.331613291130886 48.21243663922894),GA Gaullachergasse,16,Spieltiere,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2edc,493698,POINT (16.35929535517833 48.21197982530973),Rathauspark,1,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2edd,493699,POINT (16.41977440817407 48.22460303907411),Linker Donaudamm Spielplatz 2,22,"Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ede,493700,POINT (16.37723402033328 48.2465003986279),PA Kapaunplatz,20,"Basketball, Boccia, Bodenspiel, Fußball, Klettern, Reck, Rutschen, Schaukeln, Trampolin","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2edf,493701,POINT (16.4384800622789 48.24709850157212),PA Meißnergasse,22,"Basketball, Boccia, Fitness, Hängematten, Hüpfspiele, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Volleyball, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, Wasserspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee0,493702,POINT (16.214944405496507 48.20517505691322),PA Hofjägerstraße,13,"Balancieren, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee1,493703,POINT (16.36323484795076 48.189705996777256),Wanda-Lanzer-Park,4,"Fitness, Generationenspielplatz, Rutschen, Schaukeln, Spielhaus, Wippen","Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee2,493704,POINT (16.411386857729255 48.302614020011255),Karl-Brunner-Park,21,"Rutschen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee3,493705,POINT (16.468069004813817 48.23444924047332),PA Kartouschgasse,22,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee4,493706,POINT (16.46843024068845 48.23373441245069),PA Kartouschgasse,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid--55c549b4_175f5da1e0e_2ee5,493697,POINT (16.489650552771888 48.27653479883749),Badeteich Süßenbrunn,22,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
